Timestamp,CPU_Total%,GPU_Total%,RAM_Used_GB,RAM_Total_GB,Power_Total_mW,Temp_GPU_C,Temp_CPU_C
23:42:38,0.0,42.5,0.00,0.00,0,0,0
23:42:39,0.0,78.2,0.00,0.00,0,0,0
23:42:40,0.0,46.0,0.00,0.00,0,0,0
23:42:41,0.0,73.9,0.00,0.00,0,0,0
23:42:42,0.0,49.5,0.00,0.00,0,0,0
23:42:43,0.0,7.5,0.00,0.00,0,0,0
23:42:44,0.0,22.7,0.00,0.00,0,0,0
23:42:45,0.0,57.7,0.00,0.00,0,0,0
23:42:46,0.0,62.8,0.00,0.00,0,0,0
23:42:47,0.0,53.9,0.00,0.00,0,0,0
23:42:48,0.0,67.9,0.00,0.00,0,0,0
23:42:49,0.0,30.0,0.00,0.00,0,0,0
23:42:50,0.0,5.0,0.00,0.00,0,0,0
23:42:51,0.0,43.8,0.00,0.00,0,0,0
23:42:52,0.0,79.9,0.00,0.00,0,0,0
23:42:53,0.0,51.3,0.00,0.00,0,0,0
23:42:54,0.0,76.6,0.00,0.00,0,0,0
23:42:55,0.0,47.9,0.00,0.00,0,0,0
23:42:56,0.0,6.1,0.00,0.00,0,0,0
